,Feature1,Feature2,Feature3,Feature4,Feature6,Feature7,Feature10,Feature11,Feature12,Feature14,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature32,Feature34,Feature35,Feature36,Feature38,Feature40,Feature42,Feature44,Feature50,Feature51,Feature52,Feature54,Feature59,Feature61,UserID,TARGET
7500,0.020713,-15042,-3881,14.0,1,1,2,3,14,0,0.640221966,0.40314167700000003,0.4175,0.371,0.3333,0.0417,0.1494,0.3379,0.4973,0.0116,0.0075,0.4254,0.385,0.9841,0.1271,0.3793,0.1528,0.3691,0.5181,0.0079,0.371,0.1267,0.3793,6.0,0.0,-780,0,1.0,1.0,374659,0
7524,0.005002,-22275,-4267,29.0,0,0,1,3,10,0,0.668946049,0.35563871700000005,0.0021,0.0,0.0,0.0417,0.0,0.0017,0.0012,0.0,0.0,0.0021,0.0,0.9727,0.0023,0.069,0.0,0.0018,0.0013,0.0,0.0,0.0023,0.069,0.0,0.0,-2813,0,0.0,2.0,132578,1
7526,0.02461,-11270,-1517,6.0,1,0,2,2,12,0,0.662952885,0.680138822,0.0371,0.0,0.0833,0.0417,0.0286,0.0303,0.027999999999999997,0.0,0.0222,0.0378,0.0,0.9990000000000001,0.0496,0.069,0.0293,0.0331,0.0292,0.0236,0.0,0.0494,0.069,0.0,0.0,-981,1,0.0,2.0,181119,0
7530,0.025164,-13374,-4543,7.0,1,0,2,2,11,0,0.619847519,0.574446617,0.1649,0.1119,0.375,0.4167,0.02,0.1345,0.1815,0.0,0.0,0.1681,0.1161,0.9891,0.0591,0.1379,0.0205,0.1469,0.1891,0.0,0.1119,0.0589,0.1379,0.0,0.0,0,0,0.0,0.0,201500,0
7574,0.006305,-12912,-4081,15.0,1,0,2,3,10,1,0.623452939,0.6658549220000001,0.1701,0.1384,0.1667,0.2083,0.0192,0.1387,0.1013,0.0,0.0,0.1733,0.1436,0.9995,0.0255,0.1034,0.0197,0.1515,0.1055,0.0,0.1384,0.0254,0.1034,0.0,0.0,-578,0,0.0,1.0,302239,0
7584,0.018209,-15715,-4365,14.0,1,1,2,3,12,0,0.6005483629999999,0.7946285829999999,0.0134,0.0283,0.0417,0.0,0.028999999999999998,0.0101,0.0098,0.0039,0.0136,0.0137,0.0293,0.9667,0.0019,0.069,0.0297,0.011000000000000001,0.0102,0.0144,0.0283,0.0019,0.069,0.0,0.0,-1064,1,1.0,0.0,373729,0
7599,0.032561,-13338,-3465,7.0,1,1,3,1,20,0,0.685100633,0.37740424899999997,0.111,0.1128,0.2221,0.2083,0.0717,0.1168,0.0911,0.0039,0.057999999999999996,0.1471,0.1748,0.9762,0.2191,0.2414,0.0194,0.1276,0.0466,0.001,0.1684,0.2185,0.2414,0.0,0.0,-915,0,0.0,0.0,334790,0
7601,0.020246,-13350,-4494,16.0,1,0,4,3,10,0,0.406167328,0.749021705,0.201,0.1491,0.3333,0.375,0.1137,0.1631,0.2206,0.0039,0.016,0.2048,0.1547,0.9861,0.0353,0.2069,0.1163,0.1781,0.2299,0.017,0.1491,0.0353,0.2069,4.0,0.0,-1943,1,0.0,4.0,105421,0
7615,0.028663,-17266,-790,13.0,1,0,2,2,13,0,0.6100304320000001,0.609275667,0.1856,0.1165,0.3333,0.375,0.1945,0.1513,0.1976,0.0,0.0,0.1891,0.1209,0.9896,0.0442,0.1724,0.19899999999999998,0.1653,0.2059,0.0,0.1165,0.0441,0.1724,9.0,2.0,-1669,1,0.0,1.0,115787,0
7616,0.007273999999999999,-9868,-2072,23.0,1,0,4,2,18,0,0.5513349160000001,0.583237926,0.3825,0.182,0.5417,0.5833,0.1483,0.3102,0.4474,0.0077,0.0105,0.3897,0.1889,0.9990000000000001,0.1489,0.2759,0.1517,0.3388,0.4662,0.0111,0.182,0.1485,0.2759,0.0,0.0,0,0,0.0,1.0,367139,0
7641,0.031329,-15406,-5118,11.0,1,0,3,2,9,0,0.551145584,0.819317692,0.0619,0.0657,0.1667,0.2083,0.0134,0.0504,0.0637,0.0,0.0,0.063,0.0682,0.9851,0.0092,0.1379,0.0137,0.0551,0.0664,0.0,0.0657,0.0091,0.1379,0.0,0.0,-528,1,0.0,2.0,410478,0
7652,0.020713,-11666,-4305,16.0,1,0,3,3,9,0,0.346237884,0.595456203,0.2062,0.1595,0.375,0.4167,0.0864,0.1681,0.2631,0.0,0.0,0.2101,0.1655,0.9886,0.1461,0.2069,0.0884,0.1837,0.2741,0.0,0.1595,0.1457,0.2069,0.0,0.0,-1165,0,0.0,5.0,157019,0
7656,0.014464,-14985,-4150,6.0,1,0,2,2,13,1,0.249777248,0.31859552399999996,0.066,0.0818,0.125,0.1667,0.0196,0.0538,0.0328,0.0,0.0,0.0672,0.0849,0.9757,0.0268,0.1379,0.02,0.0588,0.0341,0.0,0.0818,0.0267,0.1379,0.0,0.0,-1509,1,0.0,1.0,210279,0
7661,0.028663,-15637,-4066,11.0,1,0,2,2,13,0,0.640418382,0.7649392740000001,0.0876,0.1044,0.375,0.2638,0.0774,0.0678,0.1335,0.0232,0.105,0.0483,0.0527,0.9901,0.0171,0.069,0.0153,0.0413,0.1239,0.0651,0.0652,0.0719,0.2759,0.0,0.0,-2281,1,0.0,2.0,356790,0
7698,0.0038179999999999998,-13879,-3669,17.0,1,0,2,2,8,0,0.6828980659999999,0.513693766,0.0735,0.0452,0.1667,0.2083,0.0344,0.059000000000000004,0.062,0.0039,0.0068,0.063,0.0339,0.9782,0.009000000000000001,0.1379,0.0125,0.0551,0.0541,0.0,0.0489,0.0556,0.1379,1.0,0.0,-798,0,0.0,8.0,244333,1
7720,0.014464,-23836,-4122,15.0,0,0,1,2,8,0,0.7975303690000001,0.493862882,0.0845,0.0827,0.1667,0.2083,0.016,0.0656,0.0772,0.0154,0.0249,0.0861,0.0858,0.9801,0.0,0.1379,0.0164,0.0716,0.0805,0.0263,0.0827,0.0,0.1379,0.0,0.0,-1760,1,1.0,0.0,298199,0
7742,0.0031219999999999998,-16927,-471,8.0,1,0,2,3,11,1,0.082456562,0.612704244,0.0619,0.0,0.1667,0.2083,0.0742,0.0504,0.0605,0.0,0.0,0.063,0.0,0.9806,0.0072,0.1379,0.0759,0.0551,0.063,0.0,0.0,0.0072,0.1379,0.0,0.0,-415,1,0.0,5.0,250825,0
7754,0.015221,-9520,-1959,11.0,1,1,2,2,13,0,0.441971041,0.31859552399999996,0.1216,0.1174,0.1667,0.2083,0.1277,0.0992,0.1147,0.0,0.0,0.1239,0.1218,0.9791,0.0534,0.2759,0.1306,0.1084,0.1195,0.0,0.1174,0.0533,0.2759,10.0,0.0,-1092,0,1.0,4.0,292708,0
7759,0.0228,-16652,-194,8.0,1,0,3,2,14,0,0.6697736329999999,0.24318648,0.0881,0.1194,0.3808,0.4225,0.0055,0.0693,0.1209,0.0116,0.0321,0.0504,0.0347,0.993,0.0045,0.1034,0.0043,0.0404,0.0449,0.0036,0.0784,0.0191,0.069,0.0,0.0,-1273,1,2.0,0.0,437351,0
7780,0.030755,-10457,-3114,64.0,1,0,2,2,9,0,0.37145140600000004,0.70620511,0.0722,0.077,0.1667,0.2083,0.0579,0.0588,0.062,0.0,0.0,0.0735,0.0799,0.9811,0.0299,0.1379,0.0593,0.0643,0.0646,0.0,0.077,0.0298,0.1379,3.0,0.0,-1011,1,0.0,1.0,399470,0
7788,0.028663,-22936,-4270,6.0,0,0,2,2,8,0,0.603576555,0.704706423,0.0665,0.0,0.125,0.1667,0.0283,0.05,0.0475,0.0193,0.0259,0.0672,0.0,0.9742,0.0049,0.1379,0.0141,0.0523,0.0466,0.0131,0.0,0.0051,0.1379,0.0,0.0,-705,1,0.0,2.0,401387,0
7811,0.019101,-20554,-3900,11.0,1,0,2,2,18,0,0.737308532,0.812822607,0.2474,0.1555,0.375,0.4167,0.1531,0.2017,0.218,0.0,0.1653,0.2521,0.1614,0.9876,0.0663,0.2069,0.1566,0.2204,0.2271,0.175,0.1555,0.0661,0.2069,0.0,0.0,-2,0,0.0,0.0,334705,0
7817,0.022625,-23614,-4610,11.0,0,0,2,2,10,0,0.67346788,0.670651753,0.1773,0.0685,0.375,0.0417,0.0254,0.1412,0.1715,0.0154,0.0374,0.1807,0.0711,0.9955,0.3212,0.1379,0.026000000000000002,0.1543,0.1787,0.0395,0.0685,0.3204,0.1379,1.0,0.0,-438,1,0.0,0.0,349260,0
7829,0.006629,-20415,-3730,4.0,1,0,2,2,9,0,0.672341605,0.349055251,0.0825,0.1064,0.1667,0.0417,0.1098,0.0664,0.0944,0.0039,0.0056,0.084,0.1104,0.9871,0.0273,0.1379,0.1123,0.0725,0.0983,0.0059,0.1064,0.0273,0.1379,0.0,0.0,-652,0,0.0,0.0,220762,0
7840,0.025164,-23345,-5640,64.0,0,0,1,2,8,0,0.209351024,0.443615308,0.0495,0.0466,0.125,0.1667,0.0507,0.0403,0.0587,0.0,0.0,0.0504,0.0484,0.9702,0.0171,0.1034,0.0519,0.0441,0.0612,0.0,0.0466,0.017,0.1034,0.0,0.0,-16,0,0.0,2.0,150447,0
7847,0.04622,-13705,-4929,6.0,1,1,3,1,21,0,0.7509010859999999,0.783832434,0.0835,0.1455,0.1667,0.2083,0.1336,0.0672,0.0901,0.0039,0.08,0.0851,0.1509,0.9836,0.0188,0.3103,0.1366,0.0735,0.0939,0.0847,0.1455,0.0187,0.3103,0.0,0.0,-579,1,0.0,2.0,405875,0
7854,0.008019,-9937,-2613,15.0,1,0,1,2,16,0,0.752562119,0.468659655,0.1845,0.1793,0.1667,0.0,0.0876,0.1505,0.0984,0.0,0.0078,0.188,0.1861,0.9816,0.0807,0.4138,0.0896,0.1644,0.1025,0.0082,0.1793,0.0805,0.4138,6.0,0.0,-572,1,0.0,0.0,327108,0
7886,0.018801,-9771,-2440,13.0,1,0,1,2,11,0,0.503249174,0.6658549220000001,0.2474,0.1616,0.375,0.4167,0.0969,0.2017,0.2557,0.0,0.0,0.2521,0.1677,0.9876,0.1507,0.2069,0.0991,0.2204,0.2664,0.0,0.1616,0.1503,0.2069,0.0,0.0,-30,1,1.0,2.0,165982,0
7892,0.072508,-12426,-2234,14.0,1,1,2,1,11,0,0.712799801,0.542445144,0.0619,0.0614,0.1667,0.2083,0.0,0.0504,0.0324,0.0,0.0,0.063,0.0637,0.9742,0.0,0.1034,0.0,0.0551,0.0338,0.0,0.0614,0.0,0.1034,3.0,1.0,-1127,1,1.0,0.0,186933,0
7940,0.006305,-21573,-3255,0.0,1,0,2,3,11,0,0.5627194870000001,0.42942368399999997,0.0237,0.0278,0.1667,0.2083,0.026000000000000002,0.0193,0.0272,0.0039,0.0053,0.0242,0.0289,0.9935,0.0217,0.0345,0.0266,0.0211,0.0283,0.0056,0.0278,0.0216,0.0345,0.0,0.0,-493,0,0.0,4.0,191329,0
7941,0.016612000000000002,-10848,-3520,15.0,1,0,3,2,11,0,0.46227015899999996,0.5118918020000001,0.0866,0.1073,0.1667,0.2083,0.0204,0.0706,0.0846,0.0,0.0,0.0882,0.1113,0.9891,0.048,0.2069,0.0209,0.0771,0.0881,0.0,0.1073,0.0479,0.2069,1.0,0.0,-491,1,0.0,3.0,450949,0
7948,0.018209,-14609,-4413,1.0,1,1,2,3,10,0,0.13928586099999998,0.689479143,0.0887,0.0409,0.3333,0.375,0.0542,0.0723,0.052000000000000005,0.0,0.0,0.0672,0.0425,0.9866,0.0229,0.0345,0.0555,0.0588,0.040999999999999995,0.0,0.0409,0.0277,0.0345,2.0,2.0,-2191,1,0.0,4.0,341983,0
7958,0.072508,-8886,-364,1.0,1,0,2,1,13,0,0.7152333740000001,0.295582642,0.4454,0.2251,0.4583,0.0417,0.0436,0.3572,0.4252,0.027000000000000003,0.0134,0.4538,0.2336,0.9836,0.1595,0.3448,0.0446,0.3903,0.44299999999999995,0.0142,0.2251,0.159,0.3448,0.0,0.0,-320,0,0.0,1.0,397774,0
7964,0.025164,-24350,-1406,13.0,0,0,1,2,9,0,0.368744435,0.45432106,0.1031,0.0605,0.1667,0.0,0.0141,0.0773,0.0603,0.0309,0.0278,0.105,0.0628,0.9757,0.1302,0.1724,0.0145,0.0845,0.0628,0.0295,0.0605,0.1299,0.1724,1.0,1.0,-1830,0,0.0,1.0,185779,0
7982,0.010032,-19385,-2932,17.0,1,0,1,2,4,0,0.61884221,0.420610964,0.0722,0.0428,0.1667,0.0417,0.0047,0.0807,0.0741,0.0039,0.0128,0.0735,0.0444,0.9782,0.0215,0.1379,0.0048,0.0882,0.0772,0.0135,0.0428,0.0214,0.1379,1.0,0.0,0,1,0.0,1.0,446920,0
7983,0.006233,-20282,-3758,2.0,1,0,2,2,10,1,0.534628344,0.216402961,0.1227,0.1752,0.1667,0.2083,0.1196,0.0975,0.1358,0.0116,0.0209,0.125,0.1818,0.9876,0.0249,0.4138,0.1223,0.1065,0.1414,0.0221,0.1752,0.0248,0.4138,2.0,0.0,-1742,1,1.0,1.0,446733,0
7993,0.031329,-15564,-4278,6.0,1,0,4,2,16,0,0.584510344,0.24318648,0.0742,0.0541,0.3333,0.375,0.0491,0.0605,0.079,0.0,0.0,0.0756,0.0561,0.9836,0.0105,0.069,0.0502,0.0661,0.0824,0.0,0.0541,0.0104,0.069,4.0,0.0,-1966,0,0.0,5.0,431983,0
8011,0.007305,-22362,-5456,6.0,0,0,1,3,7,0,0.129441565,0.735220999,0.0206,0.0004,0.1667,0.2083,0.0055,0.0168,0.0179,0.0,0.0,0.021,0.0004,0.9831,0.0028,0.0345,0.0056,0.0184,0.0186,0.0,0.0004,0.0028,0.0345,0.0,0.0,-336,0,0.0,0.0,168145,0
8024,0.018029,-12252,-4074,22.0,1,0,3,3,10,0,0.485414878,0.646329898,0.133,0.1188,0.3333,0.375,0.1391,0.1076,0.1242,0.0039,0.0646,0.1355,0.1232,0.9811,0.0785,0.1379,0.1423,0.1175,0.1294,0.0684,0.1188,0.0782,0.1379,0.0,0.0,-1782,1,0.0,1.0,244175,0
8040,0.006629,-17626,-1142,17.0,1,0,2,2,11,0,0.779702225,0.315472155,0.16699999999999998,0.1364,0.3333,0.0417,0.1788,0.1336,0.2033,0.0116,0.0146,0.1702,0.1415,0.9856,0.0814,0.1724,0.1829,0.146,0.2118,0.0155,0.1364,0.0812,0.1724,1.0,0.0,-600,1,0.0,3.0,110877,0
8051,0.020713,-19682,-2521,3.0,1,0,2,3,7,0,0.419561681,0.263646813,0.033,0.0635,0.125,0.1667,0.0708,0.0269,0.0363,0.0,0.0,0.0336,0.0659,0.9628,0.0055,0.1034,0.0724,0.0294,0.0378,0.0,0.0635,0.0055,0.1034,0.0,0.0,-2020,1,0.0,0.0,373385,0
8070,0.011703,-10658,-2557,4.0,1,0,2,2,19,0,0.719132077,0.12295541800000001,0.1979,0.1043,0.375,0.4167,0.1044,0.1614,0.2281,0.0,0.0036,0.2017,0.1083,0.9896,0.0508,0.1724,0.1068,0.1763,0.2376,0.0038,0.1043,0.0507,0.1724,0.0,0.0,-284,1,1.0,0.0,436479,0
8071,0.072508,-14696,-4484,9.0,1,0,2,1,13,0,0.721857973,0.627990819,0.1573,0.1802,0.3417,0.3333,0.0247,0.0658,0.1618,0.0013,0.1008,0.0011,0.0612,0.9752,0.0006,0.0345,0.0,0.0009,0.075,0.0,0.1252,0.1478,0.2069,0.0,0.0,-1512,1,0.0,2.0,353199,0
8074,0.015221,-14075,-4151,9.0,1,0,2,2,13,0,0.523737687,0.686382335,0.0495,0.026000000000000002,0.3333,0.375,0.0394,0.0403,0.0405,0.0,0.1263,0.0504,0.027000000000000003,0.9786,0.1171,0.0345,0.0403,0.0441,0.0422,0.1337,0.026000000000000002,0.1168,0.0345,1.0,0.0,0,1,1.0,3.0,253238,0
8083,0.02461,-24537,-5289,4.0,0,0,1,2,13,0,0.6139923079999999,0.697146908,0.0186,0.0,0.0417,0.0833,0.0493,0.0143,0.0267,0.0039,0.0058,0.0189,0.0,0.9757,0.0318,0.1034,0.0504,0.0156,0.0278,0.0062,0.0,0.0317,0.1034,6.0,0.0,0,0,0.0,0.0,290670,0
8115,0.0060079999999999995,-17047,-578,28.0,1,0,2,2,9,1,0.69316727,0.7530673920000001,0.2062,0.1449,0.3333,0.375,0.1936,0.1681,0.217,0.027000000000000003,0.2309,0.2101,0.1504,0.9876,0.1425,0.2069,0.1981,0.1837,0.2261,0.2444,0.1449,0.1421,0.2069,1.0,0.0,-137,1,0.0,0.0,248982,0
8147,0.025164,-15366,-2764,8.0,1,1,2,2,15,0,0.640020464,0.323311245,0.2031,0.1344,0.375,0.4167,0.1447,0.1631,0.2179,0.0116,0.0162,0.2069,0.1394,0.9911,0.3211,0.1724,0.14800000000000002,0.1781,0.22699999999999998,0.0172,0.1344,0.3202,0.1724,0.0,0.0,-867,1,0.0,5.0,261370,1
8148,0.00823,-14683,-1167,30.0,1,0,2,2,10,0,0.396536934,0.49746888899999997,0.2021,0.0632,0.1667,0.2083,0.0877,0.1009,0.098,0.0,0.1292,0.1261,0.0656,0.9886,0.0518,0.1379,0.0897,0.1102,0.1021,0.1367,0.0632,0.0517,0.3793,0.0,0.0,-1046,1,0.0,0.0,202516,0
8157,0.015221,-14664,-4566,64.0,1,0,4,2,11,0,0.53016434,0.228883417,0.0825,0.0538,0.1667,0.2083,0.0344,0.0672,0.0632,0.0,0.0,0.084,0.0558,0.9762,0.0059,0.2069,0.0352,0.0735,0.0659,0.0,0.0538,0.0058,0.2069,1.0,0.0,-709,0,1.0,0.0,196493,0
8165,0.04622,-15210,-4308,0.0,1,0,4,1,11,0,0.577878329,0.33285056399999996,0.1443,0.1261,0.1667,0.2083,0.0527,0.1177,0.1296,0.0,0.0,0.1471,0.1308,0.9782,0.0552,0.2414,0.0539,0.1286,0.135,0.0,0.1261,0.055,0.2414,0.0,0.0,-1809,1,0.0,1.0,366833,0
8185,0.035792000000000004,-12507,-4065,2.0,1,1,2,2,9,0,0.7218491920000001,0.749021705,0.0814,0.0869,0.1667,0.2083,0.0609,0.0664,0.0815,0.0,0.0,0.083,0.0902,0.9856,0.0404,0.2069,0.0623,0.0725,0.0849,0.0,0.0869,0.0403,0.2069,1.0,0.0,-1439,1,0.0,3.0,439056,0
8189,0.020713,-22261,-4181,15.0,0,0,2,3,11,0,0.394252472,0.558506628,0.1649,0.1605,0.3333,0.375,0.08800000000000001,0.1219,0.1628,0.0579,0.1224,0.1681,0.1666,0.9816,0.0409,0.1724,0.09,0.1331,0.1696,0.1295,0.1605,0.0408,0.1724,0.0,0.0,-692,0,0.0,3.0,174892,0
8199,0.015221,-16275,-4326,64.0,1,0,3,2,12,0,0.7532415179999999,0.200926088,0.0753,0.0189,0.125,0.1667,0.0214,0.0597,0.0229,0.0077,0.0025,0.0767,0.0196,0.9772,0.0121,0.0345,0.0219,0.0652,0.0238,0.0027,0.0189,0.0121,0.0345,1.0,1.0,-3070,1,1.0,2.0,119970,0
8210,0.002042,-15601,-4656,12.0,1,0,2,3,10,0,0.200705233,0.304672184,0.0619,0.0721,0.1667,0.2083,0.1234,0.0504,0.0728,0.0,0.0,0.063,0.0749,0.9831,0.0132,0.2069,0.1263,0.0551,0.0758,0.0,0.0721,0.0131,0.2069,8.0,0.0,-898,0,0.0,0.0,167742,1
8213,0.035792000000000004,-18466,-1777,5.0,1,0,1,2,14,0,0.593018524,0.20796417399999997,0.1227,0.1062,0.1667,0.2083,0.0519,0.1,0.1158,0.0,0.0,0.125,0.1102,0.9782,0.0167,0.2759,0.053,0.1093,0.1207,0.0,0.1062,0.0166,0.2759,6.0,0.0,-2309,1,0.0,3.0,385515,0
8216,0.0228,-13845,-5402,7.0,1,0,4,2,14,1,0.273323906,0.739411754,0.0082,0.0,0.0417,0.0833,0.011000000000000001,0.0067,0.0065,0.0,0.0,0.0084,0.0,0.9782,0.0011,0.0345,0.0112,0.0073,0.0068,0.0,0.0,0.0011,0.0345,0.0,0.0,-1043,1,0.0,3.0,141321,1
8226,0.02461,-9888,-2537,7.0,1,0,2,2,12,0,0.5633812220000001,0.639707568,0.0082,0.0,0.0417,0.0833,0.017,0.0067,0.0076,0.0,0.0,0.0084,0.0,0.9682,0.0009,0.0345,0.0174,0.0073,0.0079,0.0,0.0,0.0009,0.0345,0.0,0.0,0,1,0.0,0.0,445896,0
8269,0.002042,-13936,-4607,3.0,1,0,1,3,16,0,0.557342228,0.6738300779999999,0.0825,0.0767,0.1667,0.0417,0.0312,0.0672,0.0759,0.0,0.002,0.084,0.0796,0.9796,0.0347,0.1379,0.0319,0.0735,0.079,0.0021,0.0767,0.0346,0.1379,0.0,0.0,-199,1,0.0,2.0,104863,1
8317,0.009656999999999999,-11750,-416,4.0,1,0,3,2,13,0,0.426425226,0.574446617,0.4454,0.3448,0.3333,0.375,0.2599,0.3631,0.5357,0.0116,0.0034,0.4538,0.3578,0.9876,0.1408,0.4138,0.2659,0.3967,0.5581,0.0036,0.3448,0.1404,0.4138,0.0,0.0,-1620,0,0.0,0.0,170384,0
8334,0.009549,-19758,-3268,16.0,0,0,2,2,14,0,0.771605271,0.53527625,0.1526,0.1056,0.3333,0.375,0.0707,0.121,0.1529,0.0154,0.004,0.1555,0.1096,0.9861,0.0279,0.1379,0.0723,0.1322,0.1593,0.0042,0.1056,0.0278,0.1379,0.0,0.0,0,0,0.0,1.0,408207,0
8345,0.032561,-13848,-2882,64.0,1,0,1,1,11,0,0.776208163,0.567379237,0.3526,0.034,0.4583,0.5,0.1051,0.2858,0.2827,0.0077,0.14300000000000002,0.3592,0.0353,0.9826,0.1957,0.2069,0.1075,0.3122,0.2161,0.1514,0.034,0.1952,0.2069,1.0,0.0,-1633,1,0.0,0.0,168949,0
8350,0.010032,-9519,-1722,7.0,1,0,2,2,9,0,0.603550393,0.30773669600000003,0.1485,0.0969,0.5,0.375,0.1104,0.1202,0.1598,0.0039,0.0038,0.1513,0.1005,0.9841,0.0684,0.1379,0.113,0.1313,0.1665,0.004,0.0969,0.0682,0.1379,0.0,0.0,-1,1,0.0,0.0,125225,0
8361,0.032561,-16994,-532,3.0,1,0,2,1,17,0,0.751824348,0.551381262,0.0299,0.0065,0.0833,0.0625,0.1074,0.0219,0.0482,0.0116,0.0177,0.0305,0.0,0.9479,0.0099,0.2069,0.1099,0.0239,0.0502,0.0187,0.0065,0.0145,0.2069,6.0,0.0,-2375,0,0.0,0.0,190975,0
8373,0.04622,-9951,-2639,0.0,1,0,2,1,16,0,0.7585873809999999,0.31081825399999996,0.1454,0.0994,0.3333,0.375,0.0,0.1185,0.13699999999999998,0.0,0.0,0.1481,0.1031,0.9831,0.0317,0.1379,0.0,0.1295,0.1428,0.0,0.0994,0.0316,0.1379,2.0,0.0,-1722,1,1.0,3.0,149387,0
8393,0.018209,-24562,-4543,8.0,0,0,2,3,6,0,0.43304339700000005,0.733814537,0.0701,0.0641,0.1667,0.2083,0.0805,0.0572,0.0646,0.0,0.0,0.0714,0.0665,0.9791,0.0,0.1379,0.0824,0.0624,0.0673,0.0,0.0641,0.0,0.1379,3.0,2.0,-476,1,0.0,4.0,195287,0
8397,0.020246,-8765,-1440,15.0,1,0,2,3,9,0,0.5583131060000001,0.44183582299999996,0.0722,0.0831,0.3333,0.375,0.0523,0.0572,0.0601,0.0077,0.0292,0.0735,0.0862,0.9851,0.0134,0.0345,0.0535,0.0624,0.0626,0.031,0.0831,0.0134,0.0345,5.0,0.0,0,1,0.0,1.0,339521,0
8413,0.006233,-9399,-2062,16.0,1,0,1,2,19,1,0.658939455,0.360612566,0.0866,0.0946,0.1667,0.0417,0.0096,0.0706,0.0734,0.0,0.0633,0.0882,0.0982,0.9811,0.0103,0.1379,0.0099,0.0771,0.0764,0.067,0.0946,0.0103,0.1379,1.0,0.0,-1727,1,0.0,2.0,325085,0
8417,0.028663,-20526,-4089,14.0,1,1,2,2,14,0,0.6769303329999999,0.562060483,0.0227,0.0021,0.0417,0.0833,0.0524,0.0185,0.0186,0.0,0.0,0.0231,0.0022,0.9816,0.0042,0.1034,0.0536,0.0202,0.0193,0.0,0.0021,0.0042,0.1034,1.0,0.0,-4,1,0.0,0.0,413430,0
8432,0.018029,-14587,-1015,14.0,1,0,1,3,12,0,0.452739932,0.495665829,0.0711,0.0595,0.1667,0.2083,0.0551,0.057999999999999996,0.0658,0.0,0.0,0.0725,0.0618,0.9796,0.0079,0.1379,0.0564,0.0634,0.0686,0.0,0.0595,0.0079,0.1379,0.0,0.0,-1411,1,0.0,5.0,329312,0
8458,0.016612000000000002,-22553,-4452,16.0,1,0,1,2,15,0,0.253123504,0.18959526,0.0691,0.1597,0.1667,0.0417,0.1025,0.0538,0.0621,0.0116,0.0414,0.0704,0.1658,0.9901,0.0284,0.2069,0.1049,0.0588,0.0647,0.0438,0.1597,0.0283,0.2069,0.0,0.0,-755,0,0.0,2.0,192260,1
8463,0.028663,-10397,-3033,8.0,1,1,3,2,11,0,0.36776258,0.180887978,0.1031,0.1137,0.1667,0.2083,0.0605,0.0841,0.0892,0.0,0.0,0.105,0.11800000000000001,0.9777,0.0098,0.2069,0.0618,0.0918,0.09300000000000001,0.0,0.1137,0.0098,0.2069,3.0,0.0,-310,0,0.0,0.0,251154,0
8481,0.072508,-16808,-341,6.0,1,1,4,1,14,0,0.651465221,0.323311245,0.3361,0.0937,0.875,0.7917,0.0,0.2732,0.4432,0.0039,0.341,0.2521,0.0194,0.995,0.1569,0.1379,0.0,0.2195,0.3939,0.0039,0.0937,0.2133,0.1552,0.0,0.0,-892,1,0.0,5.0,293312,0
8484,0.001276,-8952,-1117,8.0,1,0,1,2,7,0,0.515539262,0.484851475,0.1144,0.1175,0.1667,0.0417,0.0744,0.0916,0.1148,0.0,0.0518,0.0914,0.0879,0.9871,0.1774,0.2069,0.0576,0.0799,0.0943,0.0,0.1129,0.2253,0.2759,1.0,1.0,-955,1,0.0,8.0,443399,0
8503,0.0105,-11709,-4285,1.0,1,0,4,3,12,0,0.553216597,0.565607981,0.2116,0.1015,0.3958,0.375,0.0848,0.1398,0.1611,0.0,0.0619,0.2153,0.1264,0.997,0.0266,0.1379,0.0867,0.1882,0.0928,0.0,0.1218,0.0552,0.1207,0.0,0.0,0,1,0.0,3.0,331810,0
8504,0.009656999999999999,-20228,-3421,7.0,0,0,1,2,17,0,0.5430724020000001,0.466864006,0.0515,0.0641,0.1667,0.2083,0.0542,0.042,0.0505,0.0,0.0,0.0525,0.0665,0.9752,0.0043,0.1034,0.0554,0.0459,0.0526,0.0,0.0641,0.0043,0.1034,0.0,0.0,-1680,0,1.0,2.0,446479,0
8510,0.026392000000000002,-11440,-982,13.0,1,1,4,2,15,0,0.6901732979999999,0.349055251,0.6186,0.4242,0.3333,0.375,0.6048,0.4858,0.7263,0.0849,0.1058,0.6303,0.4402,0.9851,0.1633,0.6207,0.6186,0.5308,0.7567,0.11199999999999999,0.4242,0.1628,0.6207,0.0,0.0,-1773,1,0.0,1.0,311229,0
8528,0.006852,-15719,-4070,18.0,1,0,4,3,10,0,0.268881822,0.712155155,0.066,0.0122,0.375,0.4167,0.1104,0.0538,0.0839,0.0,0.1739,0.0672,0.0127,0.9965,0.0,0.069,0.113,0.0588,0.0874,0.184,0.0122,0.0,0.069,4.0,0.0,-100,1,0.0,3.0,323306,0
8541,0.005002,-19286,-2704,4.0,1,0,1,3,10,0,0.771813306,0.772631135,0.033,0.0299,0.125,0.1667,0.0268,0.0269,0.0256,0.0,0.0,0.0336,0.031,0.9732,0.002,0.069,0.0274,0.0294,0.0267,0.0,0.0299,0.002,0.069,1.0,0.0,0,0,0.0,0.0,136874,0
